QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USGALLUP.082248.RK01,Dewey,48,"If the presidential election were being held today how would you vote--for Harry Truman, for Thomas Dewey, for Henry Wallace, or for J. Strom Thurmond?",,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.082248.RK01,Truman,37,"If the presidential election were being held today how would you vote--for Harry Truman, for Thomas Dewey, for Henry Wallace, or for J. Strom Thurmond?",,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.082248.RK01,Wallace,4,"If the presidential election were being held today how would you vote--for Harry Truman, for Thomas Dewey, for Henry Wallace, or for J. Strom Thurmond?",,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.082248.RK01,Thurmond,2,"If the presidential election were being held today how would you vote--for Harry Truman, for Thomas Dewey, for Henry Wallace, or for J. Strom Thurmond?",,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.082248.RK01,No opinion,9,"If the presidential election were being held today how would you vote--for Harry Truman, for Thomas Dewey, for Henry Wallace, or for J. Strom Thurmond?",,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.100248.R05A,Dewey,47,"If the presidential election were being held today, how would you vote--for Harry Truman, Thomas Dewey, Henry Wallace, or for J. Strom Thurmond?",,,10/2/1948,Gallup Organization,,Gallup Poll,09/10/1948,09/15/1948,Y,National adult,3029,,Face-to-face interview,Sample size is approximate.
USGALLUP.100248.R05A,Truman,39,"If the presidential election were being held today, how would you vote--for Harry Truman, Thomas Dewey, Henry Wallace, or for J. Strom Thurmond?",,,10/2/1948,Gallup Organization,,Gallup Poll,09/10/1948,09/15/1948,Y,National adult,3029,,Face-to-face interview,Sample size is approximate.
USGALLUP.100248.R05A,Wallace,4,"If the presidential election were being held today, how would you vote--for Harry Truman, Thomas Dewey, Henry Wallace, or for J. Strom Thurmond?",,,10/2/1948,Gallup Organization,,Gallup Poll,09/10/1948,09/15/1948,Y,National adult,3029,,Face-to-face interview,Sample size is approximate.
USGALLUP.100248.R05A,Thurmond,2,"If the presidential election were being held today, how would you vote--for Harry Truman, Thomas Dewey, Henry Wallace, or for J. Strom Thurmond?",,,10/2/1948,Gallup Organization,,Gallup Poll,09/10/1948,09/15/1948,Y,National adult,3029,,Face-to-face interview,Sample size is approximate.
USGALLUP.100248.R05A,No opinion,9,"If the presidential election were being held today, how would you vote--for Harry Truman, Thomas Dewey, Henry Wallace, or for J. Strom Thurmond?",,,10/2/1948,Gallup Organization,,Gallup Poll,09/10/1948,09/15/1948,Y,National adult,3029,,Face-to-face interview,Sample size is approximate.
USGALLUP.423T.QT04A,DEWEY,43,"IF THE PRESIDENTIAL ELECTION (1948) WERE BEING HELD TODAY, HOW WOULD YOU VOTE--FOR DEWEY, REPUBLICAN: TRUMAN, DEMOCRAT: OR WALLACE, PROGRESSIVE?",* = LESS THAN .5 PERCENT,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
USGALLUP.423T.QT04A,TRUMAN,31,"IF THE PRESIDENTIAL ELECTION (1948) WERE BEING HELD TODAY, HOW WOULD YOU VOTE--FOR DEWEY, REPUBLICAN: TRUMAN, DEMOCRAT: OR WALLACE, PROGRESSIVE?",* = LESS THAN .5 PERCENT,,08/22/1948,Gallup Organization,,Gallup Poll,08/13/1948,08/18/1948,Y,National adult,3044,,Face-to-face interview,Sample size is approximate.
