QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
31119321.00003,Nothing,56,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Relief/Stimulus bill,7,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Child tax credit,3,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Infrastructure bill,2,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Giving people money (general),2,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Student loan payments/Freezing loans,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Minimum wage,*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,"Jobs/unemployment ",*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Coronavirus pandemic (general),2,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Coronavirus testing/supplies,2,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Vaccines,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Coronavirus mandates/Restrictions,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Better than Trump,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Personal characteristics/Temperament,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Messaging/Communications,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Getting a cat,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Religious/Christian,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Not on social media,*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Afghanistan withdrawal,2,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Terrorism/ISIS,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Russia/Ukraine,*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Hasn't started a war,*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Other foreign policy,*,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Immigration/Border policy,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
31119321.00003,Climate change/environment,1,"What, if anything, has Joe Biden done as president that you approve of?",Adds to more than 100% due to multiple responses.  * = Less than .5 percent.,Asked of those who disapprove of the way Biden is handling his job as president (58%),02/10/2022,SSRS,CNN,Most Biden detractors say he's done nothing they like since becoming president,01/10/2022,02/6/2022,Y,National adult,174,A1BA,Telephone Interview; Computer-Assisted telephone interview (CATI); Web-based survey,
