QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USGALLUP.63-682.Q14,GOLDWATER,13,"SUPPOSE THE (1964) PRESIDENTIAL ELECTION WERE BEING HELD TODAY. IF BARRY GOLDWATER WERE THE REPUBLICAN CANDIDATE AND LYNDON JOHNSON WERE THE DEMOCRATIC CANDIDATE, WHICH WOULD YOU LIKE TO SEE WIN? IF 'UNDECIDED OR OTHER', ASK: AS OF TODAY, WOULD YOU LEAN MORE TO GOLDWATER, THE REPUBLICAN, OR TO JOHNSON, THE DEMOCRAT?",,,12/17/1963,Gallup Organization,,Gallup Poll (AIPO),12/12/1963,12/17/1963,Y,National Adult,4126,,Face-to-face interview,
USGALLUP.63-682.Q14,JOHNSON,68,"SUPPOSE THE (1964) PRESIDENTIAL ELECTION WERE BEING HELD TODAY. IF BARRY GOLDWATER WERE THE REPUBLICAN CANDIDATE AND LYNDON JOHNSON WERE THE DEMOCRATIC CANDIDATE, WHICH WOULD YOU LIKE TO SEE WIN? IF 'UNDECIDED OR OTHER', ASK: AS OF TODAY, WOULD YOU LEAN MORE TO GOLDWATER, THE REPUBLICAN, OR TO JOHNSON, THE DEMOCRAT?",,,12/17/1963,Gallup Organization,,Gallup Poll (AIPO),12/12/1963,12/17/1963,Y,National Adult,4126,,Face-to-face interview,
USGALLUP.63-682.Q14,"UNDECIDED OR OTHER, LEANS TOWARD GOLDWATER",3,"SUPPOSE THE (1964) PRESIDENTIAL ELECTION WERE BEING HELD TODAY. IF BARRY GOLDWATER WERE THE REPUBLICAN CANDIDATE AND LYNDON JOHNSON WERE THE DEMOCRATIC CANDIDATE, WHICH WOULD YOU LIKE TO SEE WIN? IF 'UNDECIDED OR OTHER', ASK: AS OF TODAY, WOULD YOU LEAN MORE TO GOLDWATER, THE REPUBLICAN, OR TO JOHNSON, THE DEMOCRAT?",,,12/17/1963,Gallup Organization,,Gallup Poll (AIPO),12/12/1963,12/17/1963,Y,National Adult,4126,,Face-to-face interview,
USGALLUP.63-682.Q14,"UNDECIDED OR OTHER, LEANS TOWARD JOHNSON",6,"SUPPOSE THE (1964) PRESIDENTIAL ELECTION WERE BEING HELD TODAY. IF BARRY GOLDWATER WERE THE REPUBLICAN CANDIDATE AND LYNDON JOHNSON WERE THE DEMOCRATIC CANDIDATE, WHICH WOULD YOU LIKE TO SEE WIN? IF 'UNDECIDED OR OTHER', ASK: AS OF TODAY, WOULD YOU LEAN MORE TO GOLDWATER, THE REPUBLICAN, OR TO JOHNSON, THE DEMOCRAT?",,,12/17/1963,Gallup Organization,,Gallup Poll (AIPO),12/12/1963,12/17/1963,Y,National Adult,4126,,Face-to-face interview,
USGALLUP.63-682.Q14,"UNDECIDED OR OTHER, UNDECIDED ON LEAN",10,"SUPPOSE THE (1964) PRESIDENTIAL ELECTION WERE BEING HELD TODAY. IF BARRY GOLDWATER WERE THE REPUBLICAN CANDIDATE AND LYNDON JOHNSON WERE THE DEMOCRATIC CANDIDATE, WHICH WOULD YOU LIKE TO SEE WIN? IF 'UNDECIDED OR OTHER', ASK: AS OF TODAY, WOULD YOU LEAN MORE TO GOLDWATER, THE REPUBLICAN, OR TO JOHNSON, THE DEMOCRAT?",,,12/17/1963,Gallup Organization,,Gallup Poll (AIPO),12/12/1963,12/17/1963,Y,National Adult,4126,,Face-to-face interview,
USGALLUP.64-696.R03,Goldwater,24,"Suppose the (1964) Presidential election were being held today. If Lyndon Johnson were the Democratic candidate, running against Barry Goldwater, the Republican candidate, which would you like to see win? (If 'Undecided' or 'Other,' ask:) As of today do you lean more to Johnson, the Democrat, or to Goldwater, the Republican?",,,08/11/1964,Gallup Organization,,Gallup Poll (AIPO),08/6/1964,08/11/1964,Y,National Adult,1557,,Face-to-face interview,
USGALLUP.64-696.R03,Johnson,63,"Suppose the (1964) Presidential election were being held today. If Lyndon Johnson were the Democratic candidate, running against Barry Goldwater, the Republican candidate, which would you like to see win? (If 'Undecided' or 'Other,' ask:) As of today do you lean more to Johnson, the Democrat, or to Goldwater, the Republican?",,,08/11/1964,Gallup Organization,,Gallup Poll (AIPO),08/6/1964,08/11/1964,Y,National Adult,1557,,Face-to-face interview,
USGALLUP.64-696.R03,Lean Goldwater,2,"Suppose the (1964) Presidential election were being held today. If Lyndon Johnson were the Democratic candidate, running against Barry Goldwater, the Republican candidate, which would you like to see win? (If 'Undecided' or 'Other,' ask:) As of today do you lean more to Johnson, the Democrat, or to Goldwater, the Republican?",,,08/11/1964,Gallup Organization,,Gallup Poll (AIPO),08/6/1964,08/11/1964,Y,National Adult,1557,,Face-to-face interview,
USGALLUP.64-696.R03,lean Johnson,4,"Suppose the (1964) Presidential election were being held today. If Lyndon Johnson were the Democratic candidate, running against Barry Goldwater, the Republican candidate, which would you like to see win? (If 'Undecided' or 'Other,' ask:) As of today do you lean more to Johnson, the Democrat, or to Goldwater, the Republican?",,,08/11/1964,Gallup Organization,,Gallup Poll (AIPO),08/6/1964,08/11/1964,Y,National Adult,1557,,Face-to-face interview,
USGALLUP.64-696.R03,Undecided,7,"Suppose the (1964) Presidential election were being held today. If Lyndon Johnson were the Democratic candidate, running against Barry Goldwater, the Republican candidate, which would you like to see win? (If 'Undecided' or 'Other,' ask:) As of today do you lean more to Johnson, the Democrat, or to Goldwater, the Republican?",,,08/11/1964,Gallup Organization,,Gallup Poll (AIPO),08/6/1964,08/11/1964,Y,National Adult,1557,,Face-to-face interview,
