QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USGALLUP.52-498.QK13BD,Eisenhower,49,Which candidate--Eisenhower or Stevenson--do you think would most likely do the best job of... getting rid of the graft and corruption in the federal government?,,,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.52-498.QK13BD,Stevenson,21,Which candidate--Eisenhower or Stevenson--do you think would most likely do the best job of... getting rid of the graft and corruption in the federal government?,,,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.52-498.QK13BD,No difference,20,Which candidate--Eisenhower or Stevenson--do you think would most likely do the best job of... getting rid of the graft and corruption in the federal government?,,,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.52-498.QK13BD,No opinion,10,Which candidate--Eisenhower or Stevenson--do you think would most likely do the best job of... getting rid of the graft and corruption in the federal government?,,,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.52-507.Q04,STEVENSON,41,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-507.Q04,EISENHOWER,45,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-507.Q04,OTHER CANDIDATE (VOL.),*,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-507.Q04,LEANS MORE TOWARD STEVENSON,4,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-507.Q04,LEANS MORE TOWARD EISENHOWER,3,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-507.Q04,UNDECIDED/REFUSED,6,"IF THE (1952) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATE WOULD YOU VOTE FOR--STEVENSON, THE DEMOCRATIC CANDIDATE, OR EISENHOWER, THE REPUBLICAN CANDIDATE? IF 'UNDECIDED,' ASK: AS OF TODAY, DO YOU LEAN A LITTLE MORE TO STEVENSON OR A LITTLE MORE TO EISENHOWER?",* = LESS THAN .5 PERCENT,,10/22/1952,Gallup Organization,,Gallup Poll (AIPO),10/17/1952,10/22/1952,Y,National adult,3117,,Face-to-face interview,,True
USGALLUP.52-498.QK10AB,Eisenhower including leaners,56,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.52-498.QK10AB,Stevenson including leaners,39,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.52-498.QK10AB,Undecided,5,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,08/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/23/1952,08/28/1952,Y,National adult,3112,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.52-499.QS10AB,Eisenhower including leaners,57,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If Undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,09/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/31/1952,09/5/1952,Y,National adult,2451,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.52-499.QS10AB,Stevenson including leaners,39,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If Undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,09/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/31/1952,09/5/1952,Y,National adult,2451,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.52-499.QS10AB,Undecided,4,"If the (1952) presidential election were being held today, which candidate would you prefer--Eisenhower, the Republican candidate, or Stevenson, the Democratic candidate? (If Undecided, ask:) Which way are you leaning at present--toward Eisenhower or Stevenson?",,Asked of Form 1 half sample,09/1/1952,Gallup Organization,,Gallup Poll (AIPO),08/31/1952,09/5/1952,Y,National adult,2451,,Face-to-face interview,Sample size is approximate.,True
USROPER.RCOM52-059.Q04B9,Barkely,3,"(Here are some of the men being talked about as candidates for president (in 1952)....Alvin Barkley, Dwight Eisenhower, Averell Harriman, Estes Kefauver, Brien McMahon, Douglas MacArthur, Richard Russell, Adlai Stevenson, Robert Taft, Earl Warren)...Which one do you think could best handle the problem of...government spending?",* = less than .5%.,Asked of those who said this issues was one of those they considered most important (49%),05/31/1952,The Roper Organization,National Broadcasting Company,Roper Commercial Survey,05/1/1952,05/31/1952,Y,National adult,3006,,Face-to-face interview,,False
USROPER.RCOM52-059.Q04B9,Eisenhower,17,"(Here are some of the men being talked about as candidates for president (in 1952)....Alvin Barkley, Dwight Eisenhower, Averell Harriman, Estes Kefauver, Brien McMahon, Douglas MacArthur, Richard Russell, Adlai Stevenson, Robert Taft, Earl Warren)...Which one do you think could best handle the problem of...government spending?",* = less than .5%.,Asked of those who said this issues was one of those they considered most important (49%),05/31/1952,The Roper Organization,National Broadcasting Company,Roper Commercial Survey,05/1/1952,05/31/1952,Y,National adult,3006,,Face-to-face interview,,False
USROPER.RCOM52-059.Q04B9,Harriman,2,"(Here are some of the men being talked about as candidates for president (in 1952)....Alvin Barkley, Dwight Eisenhower, Averell Harriman, Estes Kefauver, Brien McMahon, Douglas MacArthur, Richard Russell, Adlai Stevenson, Robert Taft, Earl Warren)...Which one do you think could best handle the problem of...government spending?",* = less than .5%.,Asked of those who said this issues was one of those they considered most important (49%),05/31/1952,The Roper Organization,National Broadcasting Company,Roper Commercial Survey,05/1/1952,05/31/1952,Y,National adult,3006,,Face-to-face interview,,False
USROPER.RCOM52-059.Q04B9,Kefauver,8,"(Here are some of the men being talked about as candidates for president (in 1952)....Alvin Barkley, Dwight Eisenhower, Averell Harriman, Estes Kefauver, Brien McMahon, Douglas MacArthur, Richard Russell, Adlai Stevenson, Robert Taft, Earl Warren)...Which one do you think could best handle the problem of...government spending?",* = less than .5%.,Asked of those who said this issues was one of those they considered most important (49%),05/31/1952,The Roper Organization,National Broadcasting Company,Roper Commercial Survey,05/1/1952,05/31/1952,Y,National adult,3006,,Face-to-face interview,,False
