QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USGALLUP.60-637.Q025,"KENNEDY AND JOHNSON, DEMOCRATIC",44,SUPPOSE YOU WERE VOTING TODAY FOR PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES. HERE IS A GALLUP POLL SECRET BALLOT LISTING THE (1960) CANDIDATES FOR THESE OFFICES. WILL YOU PLEASE MARK THAT SECRET BALLOT FOR THE CANDIDATES YOU FAVOR--AND THEN DROP THE FOLDED BALLOT INTO THIS BOX.,,ASKED OF HALF SAMPLE,10/1/1960,Gallup Organization,,Gallup Poll (AIPO),10/18/1960,10/23/1960,Y,National adult,2987,,Face-to-face interview,,True
USGALLUP.60-637.Q025,"NIXON AND LODGE, REPUBLICAN",56,SUPPOSE YOU WERE VOTING TODAY FOR PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES. HERE IS A GALLUP POLL SECRET BALLOT LISTING THE (1960) CANDIDATES FOR THESE OFFICES. WILL YOU PLEASE MARK THAT SECRET BALLOT FOR THE CANDIDATES YOU FAVOR--AND THEN DROP THE FOLDED BALLOT INTO THIS BOX.,,ASKED OF HALF SAMPLE,10/1/1960,Gallup Organization,,Gallup Poll (AIPO),10/18/1960,10/23/1960,Y,National adult,2987,,Face-to-face interview,,True
USGALLUP.60-630.R029,Nixon,41,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USGALLUP.60-630.R029,Kennedy,46,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USGALLUP.60-630.R029,Other (vol.),2,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USGALLUP.60-630.R029,Lean Nixon,3,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USGALLUP.60-630.R029,Lean Kennedy,3,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USGALLUP.60-630.R029,Undecided,5,"Suppose the (1960) presidential election were being held today. If Richard Nixon were the Republican candidate and John Kennedy were the Democratic candidate, which would you like to see win? (If 'Undecided,' ask:) As of today, would you lean more to Nixon, the Republican, or to Kennedy, the Democrat?",,,07/5/1960,Gallup Organization,,Gallup Poll (AIPO),06/30/1960,07/5/1960,Y,National Adult,3254,,Face-to-face interview,,True
USROPER.60-102.R14F,Nixon only,15,"(Here is a list of things important to the nation.)... Would make a point of helping the Negroes in America. Do you think that would only be true for Nixon, only true for Kennedy, true of both, or true of neither?",,Likely voters (84%),10/24/1960,The Roper Organization,,Roper Commercial Survey,10/17/1960,10/24/1960,Y,National adult--21 years old and over,3000,,Face-to-face interview,,False
USROPER.60-102.R14F,Kennedy only,20,"(Here is a list of things important to the nation.)... Would make a point of helping the Negroes in America. Do you think that would only be true for Nixon, only true for Kennedy, true of both, or true of neither?",,Likely voters (84%),10/24/1960,The Roper Organization,,Roper Commercial Survey,10/17/1960,10/24/1960,Y,National adult--21 years old and over,3000,,Face-to-face interview,,False
USROPER.60-102.R14F,Both,42,"(Here is a list of things important to the nation.)... Would make a point of helping the Negroes in America. Do you think that would only be true for Nixon, only true for Kennedy, true of both, or true of neither?",,Likely voters (84%),10/24/1960,The Roper Organization,,Roper Commercial Survey,10/17/1960,10/24/1960,Y,National adult--21 years old and over,3000,,Face-to-face interview,,False
USROPER.60-102.R14F,Neither,5,"(Here is a list of things important to the nation.)... Would make a point of helping the Negroes in America. Do you think that would only be true for Nixon, only true for Kennedy, true of both, or true of neither?",,Likely voters (84%),10/24/1960,The Roper Organization,,Roper Commercial Survey,10/17/1960,10/24/1960,Y,National adult--21 years old and over,3000,,Face-to-face interview,,False
USROPER.60-102.R14F,Don't know,19,"(Here is a list of things important to the nation.)... Would make a point of helping the Negroes in America. Do you think that would only be true for Nixon, only true for Kennedy, true of both, or true of neither?",,Likely voters (84%),10/24/1960,The Roper Organization,,Roper Commercial Survey,10/17/1960,10/24/1960,Y,National adult--21 years old and over,3000,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,(Richard) Nixon,16,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,(Henry Cabot) Lodge,31,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,(John F.) Kennedy,20,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,(Lyndon B.) Johnson,26,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,Other,2,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USROPER.RCOM60-100.Q11B,None/Don't know,6,"(Offhand, can you give me the names of the 4 (1960 election) candidates right now--for President and Vice-president?)...Second",,Asked of those who said they may get to vote or they may not/they are pretty sure they will probably get to vote/they know they will vote unless something bad happens to them (89%),09/30/1960,The Roper Organization,,Roper Commercial Survey,09/1/1960,09/30/1960,N,National adult--21 years old and over,2482,,Face-to-face interview,,False
USGALLUP.60-637.Q063F,NIXON,24,"WHICH OF THESE TWO MEN, NIXON OR KENNEDY, IF ELECTED PRESIDENT, DO YOU THINK WOULD DO THE MOST EFFECTIVE JOB OF HANDLING THESE PROBLEMS? RACIAL INTEGRATION IN THE SCHOOLS",,,10/1/1960,Gallup Organization,,Gallup Poll (AIPO),10/18/1960,10/23/1960,Y,National adult,2987,,Face-to-face interview,,False
