QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USCPS.84PRE.QK05A,"0-10 degrees, not favorable, don't care too much for the person",8,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,11-20,5,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,21-30,5,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,31-40,7,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,41-50,11,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,51-60,11,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,61-70,18,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,71-80,1,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,81-90,21,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
USCPS.84PRE.QK05A,"91-100 degrees, feel favorable and warm",12,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 61.21,,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985."
