QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USODFOX.070110.R08,Favorable,47,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Al Gore",,,07/1/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,06/29/2010,06/30/2010,Y,National registered voters,900,,Telephone Interview,
USODFOX.070110.R08,Unfavorable,43,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Al Gore",,,07/1/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,06/29/2010,06/30/2010,Y,National registered voters,900,,Telephone Interview,
USODFOX.070110.R08,Can't say (Vol.),8,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Al Gore",,,07/1/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,06/29/2010,06/30/2010,Y,National registered voters,900,,Telephone Interview,
USODFOX.070110.R08,Never heard of,1,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Al Gore",,,07/1/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,06/29/2010,06/30/2010,Y,National registered voters,900,,Telephone Interview,
USASFOX.101816.R07,Strongly favorable,20,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.101816.R07,Somewhat favorable,27,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.101816.R07,Somewhat unfavorable,18,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.101816.R07,Strongly unfavorable,25,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.101816.R07,Can't say (Vol.),6,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.101816.R07,Never heard of,4,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Al Gore...Is that strongly favorable/unfavorable or only somewhat?,,,10/18/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/15/2016,10/17/2016,Y,National registered voters,1011,,Telephone Interview,"418 respondents were interviewed on a landline telephone, and 593 were interviewed on a cell phone. Interviews were conducted by Braun Research."
