QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USORC.100312.R05,Favorable opinion,56,Do you have a favorable or unfavorable opinion of Mitt Romney?,,,10/3/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,10/3/2012,10/3/2012,Y,National adults who watched the debate,430,Q105,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The sample included 362 interviews among landline respondents and 68 interviews among cell phone respondents.  The respondents were first interviewed as part of a national sample on September 28-October 2, 2012, and the respondent indicated they planned to watch the debate and were willing to be re-interviewed after the debate."
USORC.100312.R05,Unfavorable opinion,42,Do you have a favorable or unfavorable opinion of Mitt Romney?,,,10/3/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,10/3/2012,10/3/2012,Y,National adults who watched the debate,430,Q105,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The sample included 362 interviews among landline respondents and 68 interviews among cell phone respondents.  The respondents were first interviewed as part of a national sample on September 28-October 2, 2012, and the respondent indicated they planned to watch the debate and were willing to be re-interviewed after the debate."
USORC.100312.R05,No opinion,2,Do you have a favorable or unfavorable opinion of Mitt Romney?,,,10/3/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,10/3/2012,10/3/2012,Y,National adults who watched the debate,430,Q105,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The sample included 362 interviews among landline respondents and 68 interviews among cell phone respondents.  The respondents were first interviewed as part of a national sample on September 28-October 2, 2012, and the respondent indicated they planned to watch the debate and were willing to be re-interviewed after the debate."
USASFOX.092712.R06,Favorable,46,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",,,09/27/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,09/24/2012,09/26/2012,Y,Registered voters,339,Q6,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","814 respondents were interviewed on a landline telephone, and 394 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.092712.R06,Unfavorable,48,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",,,09/27/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,09/24/2012,09/26/2012,Y,Registered voters,339,Q6,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","814 respondents were interviewed on a landline telephone, and 394 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.092712.R06,Can't say (Vol.),5,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",,,09/27/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,09/24/2012,09/26/2012,Y,Registered voters,339,Q6,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","814 respondents were interviewed on a landline telephone, and 394 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USASFOX.092712.R06,Never heard of,1,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",,,09/27/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,09/24/2012,09/26/2012,Y,Registered voters,339,Q6,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","814 respondents were interviewed on a landline telephone, and 394 were interviewed on a cell phone. Interviews were conducted by Braun Research."
USTARR.12BATT6.R08,Strongly favorable,24,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USTARR.12BATT6.R08,Somewhat favorable,23,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USTARR.12BATT6.R08,Somewhat unfavorable,14,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USTARR.12BATT6.R08,Strongly unfavorable,33,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USTARR.12BATT6.R08,No opinion,6,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USTARR.12BATT6.R08,Never heard of,1,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",,,12/9/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,12/2/2012,12/6/2012,Y,National likely voters,1000,,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2014.
USQUINN.100212.R02,Favorable,45,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",,,10/2/2012,Quinnipiac University Polling Institute,,Quinnipiac University Poll,09/25/2012,09/30/2012,Y,National likely voters,1912,,Telephone Interview,The interviews included landline and cell phones.
USQUINN.100212.R02,Unfavorable,48,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",,,10/2/2012,Quinnipiac University Polling Institute,,Quinnipiac University Poll,09/25/2012,09/30/2012,Y,National likely voters,1912,,Telephone Interview,The interviews included landline and cell phones.
USQUINN.100212.R02,Haven't heard enough,5,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",,,10/2/2012,Quinnipiac University Polling Institute,,Quinnipiac University Poll,09/25/2012,09/30/2012,Y,National likely voters,1912,,Telephone Interview,The interviews included landline and cell phones.
USQUINN.100212.R02,Refused,2,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",,,10/2/2012,Quinnipiac University Polling Institute,,Quinnipiac University Poll,09/25/2012,09/30/2012,Y,National likely voters,1912,,Telephone Interview,The interviews included landline and cell phones.
USABCWP.110412.R11B,Favorable strongly,30,"Overall, do you have a favorable or unfavorable view of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",,Likely voters,11/4/2012,ABC News; Washington Post,,ABC News/Washington Post Poll,10/30/2012,11/2/2012,Y,National adult,2487,,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents.
