QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USCBSNYT.011812A.R26,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,01/18/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,01/12/2012,01/17/2012,Y,National adult,1154,Q26,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,21.0,35.0,44.0
USCBS.082812.R28,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,08/28/2012,CBS News,60 Minutes; Vanity Fair,CBS News Poll,08/22/2012,08/26/2012,Y,National adult,1218,Q28,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,31.0,36.0,33.0
USPRRI.12RELNEWSMAY.R03B,"Regardless of how you intend to vote (for president in 2012), would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,05/10/2012,Public Religion Research Institute,Religion News Service,PRRI/RNS Religion News Survey,05/2/2012,05/6/2012,Y,National adult,1006,Q3B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted by Social Science Research Solutions.,46.0,45.0,8.0
USASFOX.051612.R24,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,05/16/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,05/13/2012,05/15/2012,Y,Registered voters,913,Q25,"Telephone Interview, Cell Phone; Telephone Interview, Landline","711 respondents were interviewed on a landline telephone, and 202 were interviewed on a cell phone. Interviews were conducted by Braun Research.",45.0,43.0,12.0
USGREEN.11DCDEC.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 44.6.,nan,12/9/2011,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices.Women Vote  Poll,12/4/2011,12/7/2011,Y,National likely voters in 60 most competitive Republican battleground districts,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.,30.0,41.0,29.0
USABCWP.082812.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney?  (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,08/28/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,08/22/2012,08/26/2012,Y,National adult,1020,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,40.0,51.0,9.0
USAYRES.12RESREPAUG.R15,"(I would like to read you a list of names of people and groups and have you tell me, for each one, whether you've heard of that person or group and, if so, whether you have a favorable or unfavorable opinion of them.  If you haven't heard of the person or group, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be very favorable/unfavorable or just somewhat favorable/unfavorable?",nan,nan,08/27/2012,North Star Opinion Research,Resurgent Republic,Resurgent Republic Survey,08/16/2012,08/22/2012,Y,National likely voters including an oversample of battleground state voters,1000,nan,Telephone Interview,"Interviews were conducted by landline and cell phones.  Likely voters are registered voters who said they are absolutely certain/very likely/somewhat likely to vote in the 2012 election.  The survey included 1000 likely voters including an oversample to reach a total of 462 voters in 12 battleground states: Colorado, Florida, Iowa, Michigan, Nevada, New Hampshire, New Mexico, North Carolina, Ohio, Pennsylvania, Virginia and Wisconsin.  Results were weighted to be representative of a national likely voters population.",44.0,50.0,7.0
USORC.111411A.R03F,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,11/14/2011,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,11/11/2011,11/13/2011,Y,National adult,1036,Q3G,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 834 interviews among landline respondents and 202 interviews among cell phone respondents.,39.0,35.0,26.0
USASFOX.081012.R05,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,08/10/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,08/5/2012,08/7/2012,Y,National registered voters including an oversample of Hispanics,1045,nan,Telephone Interview,"750 respondents were interviewed on a landline telephone, and 295 were interviewed on a cell phone.  There was an oversample of 115 Hispanics.  Results were weighted to be representative of a national registered voter sample. Interviews were conducted by Braun Research.",46.0,45.0,10.0
USGALLUP.12JAN12.R02E,"Now, please tell me whether you have a generally favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Is that a strongly favorable/unfavorable opinion or just a favorable/unfavorable opinion?",nan,Asked of those who recognize this name (85%),01/19/2012,Gallup Organization,nan,Gallup Poll,01/12/2012,01/15/2012,Y,National adult,2010,P415K,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,48.0,41.0,12.0
USLD.12HISP1.R07,"(Now I'd like to ask you about some people who have been mentioned in the news recently.  For each, please tell me whether you have heard of the person, and if your impression is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable.  If you have no opinion, or have never heard of the person, just let me know.) How about...former Massachusetts Governor Mitt Romney?",nan,nan,01/25/2012,Latino Decisions,Univision News; ABC News,Latino Decisions/Univision News/ABC News Poll,01/16/2012,01/23/2012,Y,National adult Hispanic registered voters,500,nan,Telephone Interview,Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live.  There was a parallel survey of 517 adult Hispanic registered voters in Florida.,28.0,41.0,31.0
USPSRA.031412.R05B,"And how about...Mitt Romney?  Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,03/14/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,03/7/2012,03/11/2012,Y,National adult,1503,Q5B,"Telephone Interview, Cell Phone; Telephone Interview, Landline","900 respondents were interviewed on a landline telephone, and 603 were interviewed on a cell phone, including 310 who had no landline telephone.",29.0,51.0,20.0
USORC.090412.R04B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,Registered voters,09/4/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,08/31/2012,09/3/2012,Y,National adult,1005,Q4B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 753 interviews among landline respondents and 252 interviews among cell phone respondents.,49.0,43.0,9.0
31115475.00005,"(I’m going to read you a few names. Please tell me if your general impression of each is favorable or unfavorable, or if you don’t really have an opinion.)...Mitt Romney",* = Less than .5 percent.,nan,07/26/2012,Monmouth University Polling Institute,Monmouth University Polling Institute/Asbury Park Press,"Obama, Menendez Lead in New Jersey",07/18/2012,07/22/2012,Y,Adult residents of New Jersey,803,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,36.0,38.0,26.0
USGREEN.12DCJUL31.R19,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 43.0,nan,07/31/2012,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,07/21/2012,07/25/2012,Y,National likely voters,700,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.,38.0,46.0,16.0
USTARR.12BRUSH1.R04,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,10/1/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground Brushfire 2012 Survey,09/24/2012,09/27/2012,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who said they are somewhat/very/extremely like to vote in 2012, or they already voted.",46.0,48.0,6.0
USASFOX.082312.R09,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,08/23/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,08/19/2012,08/21/2012,Y,National registered voters,1219,nan,Telephone Interview,"872 respondents were interviewed on a landline telephone, and 347 were interviewed on a cell phone. Interviews were conducted by Braun Research.",46.0,45.0,9.0
USAP.082212G.R09C,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",nan,nan,08/22/2012,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,08/16/2012,08/20/2012,Y,National adult,1006,nan,Telephone Interview,"604 interviews were conducted on landline telephones, and 402 were conducted on cell phones.",45.0,46.0,9.0
USGREEN.12DCSEP14.R17,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feelings, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feeling are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 46.0,nan,09/14/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,09/8/2012,09/12/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.,41.0,45.0,14.0
USABCWP.012412.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,01/24/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,01/18/2012,01/22/2012,Y,National adult,1009,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,31.0,48.0,21.0
USTNS.12TRANS.R17A,"To what extent is your view of the following (2012) candidates for president of the United States favorable or unfavorable?...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable...Mitt Romney",nan,nan,09/12/2012,TNS Opinion and Social Institutes,"German Marshall Fund of the US and the Compagnia di San Paolo, Italy, with additional support from other organizations shown below",Transatlantic Trends 2012 Survey,06/4/2012,06/24/2012,Y,National adult,1001,nan,Telephone Interview,"Interviews were conducted in the US by TNS US and Universal Survey.  Parallel surveys were conducted in Great Britain, France, Germany, Italy, the Netherlands, Portugal, Poland, Spain, Slovakia, Turkey, Bulgaria, Romania, Sweden, and Russia.  All fieldwork was coordinated by TNS Opinion and Social Institute.  Additional support was provided by the Luso-American Foundation, Portugal, Fundacion BBVA, Spain, Communitas Foundation, Bulgaria, Ministry of Foreign Affairs, Sweden, and the Open Society Foundation, U.S.",45.0,49.0,6.0
USTNS.12TRANS.R17A,"To what extent is your view of the following (2012) candidates for president of the United States favorable or unfavorable?...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable...Mitt Romney",nan,nan,09/12/2012,TNS Opinion and Social Institutes,"German Marshall Fund of the US and the Compagnia di San Paolo, Italy, with additional support from other organizations shown below",Transatlantic Trends 2012 Survey,06/4/2012,06/24/2012,Y,National adult,1001,nan,Telephone Interview,"Interviews were conducted in the US by TNS US and Universal Survey.  Parallel surveys were conducted in Great Britain, France, Germany, Italy, the Netherlands, Portugal, Poland, Spain, Slovakia, Turkey, Bulgaria, Romania, Sweden, and Russia.  All fieldwork was coordinated by TNS Opinion and Social Institute.  Additional support was provided by the Luso-American Foundation, Portugal, Fundacion BBVA, Spain, Communitas Foundation, Bulgaria, Ministry of Foreign Affairs, Sweden, and the Open Society Foundation, U.S.",45.0,49.0,6.0
USGALLUP.201210.Q06B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,07/31/2012,Gallup Organization,USA Today,Gallup/USA Today Poll,07/19/2012,07/22/2012,Y,National adult,1030,Q6B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,46.0,45.0,10.0
USTARR.12BATT1.R05,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,02/27/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,02/19/2012,02/22/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2012.,37.0,52.0,11.0
USORC.011312A.R01B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,01/13/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,01/11/2012,01/12/2012,Y,National adult,1021,Q4E,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 770 interviews among landline respondents and 251 interviews among cell phone respondents.,43.0,42.0,15.0
31115476.00010,"(I'm going to read you a few names. Please tell me if your general impression of each is favorable or unfavorable, or if you don't really have an opinion.)...Mitt Romney",nan,nan,09/25/2012,Monmouth University Polling Institute,Monmouth University Polling Institute/Asbury Park Press,"Obama, Menendez Leads Widen in New Jersey",09/19/2012,09/23/2012,Y,Adult residents of New Jersey,805,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,35.0,47.0,18.0
USABCWP.090412.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,09/4/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,08/29/2012,09/2/2012,Y,National adult,1022,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,42.0,48.0,10.0
USMARIST.032712M.R11,"Overall, do you have a favorable or an unfavorable impression of Mitt Romney?",nan,Asked of Registered voters (78%),03/27/2012,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,03/20/2012,03/22/2012,Y,National adult,1080,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,45.0,45.0,10.0
USGREEN.12DCJUN.R26,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 44.7,nan,06/29/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,06/23/2012,06/27/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election. 680 respondents were interviewed on landline telephones and 320 on cell phones.,36.0,45.0,19.0
USGREEN.12DCAUG.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 43.3,nan,08/6/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,07/21/2012,07/26/2012,Y,National likely voters in Republican districts,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  The respondents were in 54 Republican held districts.,36.0,47.0,17.0
USPSRA.091912.R22B,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,09/19/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,09/12/2012,09/16/2012,Y,National adult,3019,Q22B,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1806 respondents were interviewed on a landline telephone, and 1213 were interviewed on a cell phone, including 599 who had no landline telephone.",40.0,53.0,8.0
USORC.070212A.R05B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,07/2/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,06/28/2012,07/1/2012,Y,National adult,1517,Q5B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 1138 interviews among landline respondents and 379 interviews among cell phone respondents.,48.0,42.0,11.0
USABCWP.011012.R01A,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,01/10/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,01/4/2012,01/8/2012,Y,National adult,1013,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,38.0,34.0,28.0
USABCWP.041612.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,04/16/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,04/11/2012,04/15/2012,Y,National adult,1009,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,35.0,47.0,18.0
USABCWP.030612.R01A,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,03/6/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,02/29/2012,03/4/2012,Y,National adult,1014,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,35.0,45.0,20.0
31117832.00036,"Please rate your feelings toward Mitt Romney. Is your overall impression of him...Extremely favorable, favorable, somewhat favorable, neither favorable nor unfavorable, somewhat unfavorable, unfavorable, extremely unfavorable","This question was asked as part of an experiment to test whether increased conservatism in response to the growth of an outgroup, as previously observed in non-Hispanic White populations, is also observed in racial minority groups. A total of 620 respondents participated. Respondents were randomly assigned to read one of two press releases from the U.S. Census Bureau describing either the growth of non-White populations in the U.S. or the growth in geographic mobility. All respondents were surveyed on their concerns about the current state of the societal system/American culture, feelings toward non-Hispanic Whites, Asians, Hispanics, and Blacks, policy preferences related to immigration and national defense, and political ideology. This allowed for comparison of White and racial minority subgroup reactions to the growth of a minority outgroup.","Asked of treatment group, respondents who read a US Census press release on the growth of minority populations (n=303)",11/25/2020,GfK Knowledge Networks,"Craig, Maureen and Jennifer A. Richeson",TESS Survey,05/23/2012,06/1/2012,Y,National adults who completed the Public Affairs profile survey,620,nan,Web-based survey,Weighted results shown. Individual-level unweighted data with weight variable available for download for further analyses. Full treatment information available in Downloads.,27.0,40.0,32.0
USASFOX.042512.R05,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,04/25/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,04/22/2012,04/24/2012,Y,Registered voters,915,Q5,"Telephone Interview, Cell Phone; Telephone Interview, Landline","712 respondents were interviewed on a landline telephone, and 203 were interviewed on a cell phone. Interviews were conducted by Braun Research.",42.0,45.0,13.0
USABCWP.053012.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,05/30/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,05/23/2012,05/27/2012,Y,National adult,1021,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,41.0,45.0,14.0
USORC.032812.R02C,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,03/28/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,03/24/2012,03/25/2012,Y,National adult,1014,Q2C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 761 interviews among landline respondents and 253 interviews among cell phone respondents.,37.0,49.0,14.0
USGALLUP.12APR12.R02A,"Now, please tell me whether you have a generally favorable or unfavorable impression of...Mitt Romney.  (If Favorable/Unfavorable ask:) Is that a strongly favorable/unfavorable opinion or just a/an favorable/unfavorable opinion?",nan,Those who recognize the name (90%),04/23/2012,Gallup Organization,nan,Gallup Poll,04/12/2012,04/15/2012,Y,National adult,2061,P415K,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,50.0,39.0,11.0
USQUINN.022212.R13,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,02/22/2012,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,02/14/2012,02/20/2012,Y,National registered voters,2605,nan,Telephone Interview,The interviews included landline and cell phones.,35.0,43.0,22.0
USMARIST.071612M.R8,"Overall, do you have a favorable or an unfavorable impression of Mitt Romney?",nan,Registered voters (84%),07/16/2012,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,07/9/2012,07/11/2012,Y,National adult,1010,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,46.0,42.0,12.0
USPRRI.12CLASS.R08A,"Now we would like your views on some political leaders and groups.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable....Mitt Romney...Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,09/20/2012,Public Religion Research Institute,nan,"Public Religion Research Institute Race, Class and Culture Survey",08/2/2012,08/15/2012,Y,National adult,2501,Q8A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","Interviews were conducted by Directions in Research. 1501 respondents were interviewed on landline telephones, and 1000 were interviewed on cell phones.  The survey was funded by the Bend and the Arc Foundation and the Nathan Cummings Foundation.",42.0,48.0,10.0
USABCWP.061312.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney's plans for the economy?  (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,06/13/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,06/6/2012,06/10/2012,Y,National adult,1007,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,36.0,47.0,16.0
USORC.021412C.R06C,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,02/14/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,02/10/2012,02/13/2012,Y,National adult,1026,Q6C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 773 interviews among landline respondents and 253 interviews among cell phone respondents.,34.0,54.0,12.0
USAP.102712G.R02D,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too....Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say)...Mitt Romney",nan,nan,10/27/2012,GfK Knowledge Networks,Associated Press,Associated Press/Gfk Knowledge Networks Poll,08/30/2012,09/11/2012,Y,National adult,1071,nan,Web-based survey,"The poll was fielded by Gfk Knowledge Networks using its panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.",39.0,45.0,16.0
31116135.00025,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,04/12/2012,Quinnipiac University Polling Institute,nan,"Obama Tops Romney-Christie In New Jersey, Quinnipiac University Poll Finds; Mendendez Has 9-Point Lead Over Little Known Opponent",04/3/2012,04/9/2012,Y,New Jersey registered voters,1607,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,39.0,37.0,24.0
USCBSNYT.041812.R23,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,04/18/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,04/13/2012,04/17/2012,Y,National adult,957,Q23,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,29.0,34.0,37.0
USGALLUP.1209.Q32B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,07/31/2012,Gallup Organization,nan,Gallup Poll,07/9/2012,07/12/2012,Y,National adult,1014,Q32B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,39.0,48.0,13.0
